,P,Exp P,Log P,Log Exp P
20081529,5.210098e-08,5.035165553916235e-06,7.283,5.298
23554196,5.485639e-08,5.077477869495364e-06,7.261,5.294
22128568,5.501345e-08,5.119790185074491e-06,7.26,5.291
22997146,5.534868e-08,5.162102500653619e-06,7.257,5.287
22127056,5.661419e-08,5.204414816232748e-06,7.247,5.284
22126313,7.092491e-08,5.2467271318118755e-06,7.149,5.28
22128524,7.465925e-08,5.289039447391003e-06,7.127,5.277
23553771,7.841491e-08,5.331351762970132e-06,7.106,5.273
23554133,7.947596e-08,5.37366407854926e-06,7.1,5.27
23554086,8.102676e-08,5.415976394128387e-06,7.091,5.266
13464449,9.147278e-08,5.458288709707516e-06,7.039,5.263
23554084,9.686705e-08,5.500601025286644e-06,7.014,5.26
23554082,1.006644e-07,5.5429133408657714e-06,6.997,5.256
22128356,1.028502e-07,5.5852256564449e-06,6.988,5.253
22703415,1.166241e-07,5.627537972024028e-06,6.933,5.25
22701688,1.318861e-07,5.6698502876031555e-06,6.88,5.246
23554123,1.322934e-07,5.712162603182284e-06,6.878,5.243
23554108,1.370039e-07,5.754474918761412e-06,6.863,5.24
23554076,1.442329e-07,5.79678723434054e-06,6.841,5.237
14464932,1.570997e-07,5.839099549919668e-06,6.804,5.234
23554168,1.747608e-07,5.881411865498796e-06,6.758,5.231
22703237,1.974308e-07,5.923724181077924e-06,6.705,5.227
2792941,2.351508e-07,5.966036496657052e-06,6.629,5.224
23553524,2.359742e-07,6.00834881223618e-06,6.627,5.221
14459964,2.454793e-07,6.050661127815308e-06,6.61,5.218
23554186,2.541852e-07,6.092973443394436e-06,6.595,5.215
22127991,2.552026e-07,6.135285758973564e-06,6.593,5.212
23553849,2.690339e-07,6.177598074552692e-06,6.57,5.209
14460078,2.76907e-07,6.2199103901318205e-06,6.558,5.206
11855352,2.910189e-07,6.262222705710948e-06,6.536,5.203
23553817,3.116633e-07,6.304535021290076e-06,6.506,5.2
23554127,3.39049e-07,6.346847336869205e-06,6.47,5.197
11855263,3.858851e-07,6.389159652448332e-06,6.414,5.195
23554152,3.876236e-07,6.43147196802746e-06,6.412,5.192
23554048,3.945463e-07,6.473784283606589e-06,6.404,5.189
22128301,4.082145e-07,6.5160965991857164e-06,6.389,5.186
11855246,4.306916e-07,6.558408914764844e-06,6.366,5.183
9850794,4.477012e-07,6.600721230343973e-06,6.349,5.18
22702683,4.486251e-07,6.6430335459231005e-06,6.348,5.178
23554181,4.787155e-07,6.685345861502228e-06,6.32,5.175
5930336,5.01509e-07,6.727658177081357e-06,6.3,5.172
14463034,5.164161e-07,6.769970492660485e-06,6.287,5.169
15110887,5.581321e-07,6.812282808239612e-06,6.253,5.167
22126629,5.750624e-07,6.854595123818741e-06,6.24,5.164
22127499,5.983212e-07,6.896907439397869e-06,6.223,5.161
15110677,6.211494e-07,6.9392197549769965e-06,6.207,5.159
22128713,6.391399e-07,6.981532070556125e-06,6.194,5.156
23554023,6.513433e-07,7.023844386135253e-06,6.186,5.153
14464380,6.531784e-07,7.0661567017143805e-06,6.185,5.151
15110888,6.614136e-07,7.108469017293509e-06,6.18,5.148
23554033,6.819047e-07,7.150781332872637e-06,6.166,5.146
11855412,6.910871e-07,7.193093648451765e-06,6.16,5.143
5126810,7.054672e-07,7.235405964030893e-06,6.152,5.141
22126057,7.112343e-07,7.277718279610021e-06,6.148,5.138
22702586,7.294027e-07,7.320030595189149e-06,6.137,5.135
11630395,7.371268e-07,7.362342910768277e-06,6.132,5.133
11855413,7.669708e-07,7.404655226347405e-06,6.115,5.13
23554099,8.263107e-07,7.446967541926533e-06,6.083,5.128
15110840,8.351947e-07,7.489279857505661e-06,6.078,5.126
14464346,8.580768e-07,7.531592173084789e-06,6.066,5.123
11855383,8.662587e-07,7.573904488663917e-06,6.062,5.121
11855207,9.230026e-07,7.6162168042430455e-06,6.035,5.118
22126840,9.843798e-07,7.658529119822172e-06,6.007,5.116
1492920,1.05012e-06,7.700841435401301e-06,5.979,5.113
5126809,1.109088e-06,7.74315375098043e-06,5.955,5.111
5126773,1.111243e-06,7.785466066559557e-06,5.954,5.109
5126772,1.111243e-06,7.827778382138685e-06,5.954,5.106
5126780,1.118013e-06,7.870090697717814e-06,5.952,5.104
22129210,1.131923e-06,7.91240301329694e-06,5.946,5.102
22129187,1.140852e-06,7.95471532887607e-06,5.943,5.099
14796306,1.162479e-06,7.997027644455198e-06,5.935,5.097
5126648,1.20015e-06,8.039339960034325e-06,5.921,5.095
11855273,1.221066e-06,8.081652275613453e-06,5.913,5.092
11855282,1.262743e-06,8.123964591192582e-06,5.899,5.09
22129166,1.267344e-06,8.166276906771709e-06,5.897,5.088
5126751,1.275842e-06,8.208589222350837e-06,5.894,5.086
39991,1.312139e-06,8.250901537929966e-06,5.882,5.083
21350905,1.328116e-06,8.293213853509093e-06,5.877,5.081
14322178,1.396399e-06,8.335526169088221e-06,5.855,5.079
5235550,1.418427e-06,8.37783848466735e-06,5.848,5.077
11855204,1.428313e-06,8.420150800246477e-06,5.845,5.075
12787922,1.547355e-06,8.462463115825606e-06,5.81,5.073
10844726,1.579752e-06,8.504775431404734e-06,5.801,5.07
11855248,1.630188e-06,8.547087746983861e-06,5.788,5.068
11855354,1.747578e-06,8.58940006256299e-06,5.758,5.066
20182079,1.753797e-06,8.631712378142118e-06,5.756,5.064
11855373,1.813237e-06,8.674024693721245e-06,5.742,5.062
22128062,1.836074e-06,8.716337009300374e-06,5.736,5.06
22703528,1.874326e-06,8.758649324879502e-06,5.727,5.058
21709771,1.933669e-06,8.80096164045863e-06,5.714,5.055
11855266,1.942421e-06,8.843273956037758e-06,5.712,5.053
5126690,1.968063e-06,8.885586271616886e-06,5.706,5.051
11855369,1.986088e-06,8.927898587196013e-06,5.702,5.049
13055321,2.022434e-06,8.970210902775142e-06,5.694,5.047
20181777,2.042474e-06,9.01252321835427e-06,5.69,5.045
11247576,2.105985e-06,9.054835533933397e-06,5.677,5.043
13335334,2.170759e-06,9.097147849512526e-06,5.663,5.041
22128883,2.187103e-06,9.139460165091655e-06,5.66,5.039
20217790,2.216917e-06,9.181772480670782e-06,5.654,5.037
10032715,2.22627e-06,9.22408479624991e-06,5.652,5.035
13335573,2.232214e-06,9.266397111829039e-06,5.651,5.033
14796601,2.240931e-06,9.308709427408166e-06,5.65,5.031
6679173,2.367115e-06,9.351021742987294e-06,5.626,5.029
22703052,2.368866e-06,9.393334058566423e-06,5.625,5.027
2763441,2.398399e-06,9.43564637414555e-06,5.62,5.025
20217783,2.433828e-06,9.477958689724678e-06,5.614,5.023
1061937,2.436645e-06,9.520271005303807e-06,5.613,5.021
21657521,2.455008e-06,9.562583320882934e-06,5.61,5.019
11855268,2.472176e-06,9.604895636462062e-06,5.607,5.018
22703337,2.491104e-06,9.647207952041191e-06,5.604,5.016
5231586,2.54847e-06,9.689520267620318e-06,5.594,5.014
23553586,2.566921e-06,9.731832583199446e-06,5.591,5.012
5267183,2.599705e-06,9.774144898778575e-06,5.585,5.01
13334687,2.611682e-06,9.816457214357702e-06,5.583,5.008
13335758,2.640104e-06,9.85876952993683e-06,5.578,5.006
21657538,2.684536e-06,9.90108184551596e-06,5.571,5.004
13335884,2.736228e-06,9.943394161095086e-06,5.563,5.002
11793198,2.812117e-06,9.985706476674215e-06,5.551,5.001
870135,2.819092e-06,1.0028018792253343e-05,5.55,4.999
22128064,2.831647e-06,1.007033110783247e-05,5.548,4.997
5267279,2.879233e-06,1.0112643423411599e-05,5.541,4.995
5233201,2.910486e-06,1.0154955738990727e-05,5.536,4.993
14326388,2.995357e-06,1.0197268054569854e-05,5.524,4.992
5234073,3.010286e-06,1.0239580370148983e-05,5.521,4.99
5234542,3.020089e-06,1.0281892685728111e-05,5.52,4.988
11855348,3.069473e-06,1.0324205001307238e-05,5.513,4.986
8124090,3.074977e-06,1.0366517316886367e-05,5.512,4.984
17249142,3.104594e-06,1.0408829632465496e-05,5.508,4.983
5267261,3.115206e-06,1.0451141948044622e-05,5.507,4.981
5267262,3.115206e-06,1.0493454263623751e-05,5.507,4.979
5267271,3.115206e-06,1.053576657920288e-05,5.507,4.977
5267257,3.115206e-06,1.0578078894782007e-05,5.507,4.976
5267207,3.157616e-06,1.0620391210361135e-05,5.501,4.974
5267164,3.157616e-06,1.0662703525940264e-05,5.501,4.972
475362,3.164941e-06,1.070501584151939e-05,5.5,4.97
5267248,3.175748e-06,1.074732815709852e-05,5.498,4.969
11855315,3.230269e-06,1.0789640472677648e-05,5.491,4.967
21657094,3.232448e-06,1.0831952788256775e-05,5.49,4.965
8124162,3.25171e-06,1.0874265103835903e-05,5.488,4.964
21657494,3.27803e-06,1.0916577419415032e-05,5.484,4.962
21657645,3.299145e-06,1.0958889734994159e-05,5.482,4.96
23303431,3.312278e-06,1.1001202050573287e-05,5.48,4.959
10509979,3.368958e-06,1.1043514366152416e-05,5.473,4.957
11855396,3.400522e-06,1.1085826681731543e-05,5.468,4.955
23553558,3.432716e-06,1.1128138997310671e-05,5.464,4.954
39686,3.456289e-06,1.11704513128898e-05,5.461,4.952
21657442,3.539228e-06,1.1212763628468927e-05,5.451,4.95
21657543,3.544381e-06,1.1255075944048056e-05,5.45,4.949
11855318,3.54736e-06,1.1297388259627184e-05,5.45,4.947
21657527,3.558648e-06,1.1339700575206311e-05,5.449,4.945
11855397,3.565951e-06,1.138201289078544e-05,5.448,4.944
21657545,3.581359e-06,1.1424325206364568e-05,5.446,4.942
19277053,3.584161e-06,1.1466637521943695e-05,5.446,4.941
21657537,3.586579e-06,1.1508949837522824e-05,5.445,4.939
15110952,3.5975e-06,1.1551262153101952e-05,5.444,4.937
13656307,3.681367e-06,1.159357446868108e-05,5.434,4.936
21657659,3.747896e-06,1.1635886784260208e-05,5.426,4.934
9850355,3.783815e-06,1.1678199099839336e-05,5.422,4.933
2634501,3.853834e-06,1.1720511415418463e-05,5.414,4.931
22128643,3.877771e-06,1.1762823730997592e-05,5.411,4.929
22128014,3.928524e-06,1.180513604657672e-05,5.406,4.928
7700540,3.948678e-06,1.1847448362155847e-05,5.404,4.926
21657429,3.970801e-06,1.1889760677734976e-05,5.401,4.925
17253284,3.996128e-06,1.1932072993314105e-05,5.398,4.923
22127413,4.015208e-06,1.1974385308893232e-05,5.396,4.922
22127803,4.078141e-06,1.201669762447236e-05,5.39,4.92
5121199,4.126759e-06,1.2059009940051489e-05,5.384,4.919
21657546,4.146701e-06,1.2101322255630616e-05,5.382,4.917
11855514,4.174769e-06,1.2143634571209744e-05,5.379,4.916
14109452,4.190448e-06,1.2185946886788873e-05,5.378,4.914
21657561,4.190825e-06,1.2228259202368e-05,5.378,4.913
2634551,4.206203e-06,1.2270571517947128e-05,5.376,4.911
22126748,4.218239e-06,1.2312883833526257e-05,5.375,4.91
21657519,4.258586e-06,1.2355196149105384e-05,5.371,4.908
9849968,4.261327e-06,1.2397508464684512e-05,5.37,4.907
5121170,4.265801e-06,1.2439820780263641e-05,5.37,4.905
21657524,4.271616e-06,1.2482133095842768e-05,5.369,4.904
5126627,4.275209e-06,1.2524445411421897e-05,5.369,4.902
5126629,4.275209e-06,1.2566757727001025e-05,5.369,4.901
22347532,4.281608e-06,1.2609070042580152e-05,5.368,4.899
11321562,4.287584e-06,1.265138235815928e-05,5.368,4.898
4691983,4.302346e-06,1.269369467373841e-05,5.366,4.896
9850291,4.367795e-06,1.2736006989317536e-05,5.36,4.895
21657119,4.425759e-06,1.2778319304896665e-05,5.354,4.894
5126749,4.480488e-06,1.2820631620475793e-05,5.349,4.892
2634524,4.502514e-06,1.286294393605492e-05,5.347,4.891
2634429,4.525217e-06,1.2905256251634049e-05,5.344,4.889
5121168,4.564052e-06,1.2947568567213177e-05,5.341,4.888
1055657,4.567724e-06,1.2989880882792304e-05,5.34,4.886
5126743,4.585275e-06,1.3032193198371433e-05,5.339,4.885
5121186,4.607884e-06,1.3074505513950561e-05,5.336,4.884
2634514,4.632375e-06,1.3116817829529688e-05,5.334,4.882
23107255,4.655148e-06,1.3159130145108817e-05,5.332,4.881
13161208,4.69164e-06,1.3201442460687946e-05,5.329,4.879
12570667,4.696395e-06,1.3243754776267072e-05,5.328,4.878
1055766,4.871453e-06,1.3286067091846201e-05,5.312,4.877
16271987,4.877652e-06,1.332837940742533e-05,5.312,4.875
11321566,4.881962e-06,1.3370691723004457e-05,5.311,4.874
21657357,4.899771e-06,1.3413004038583585e-05,5.31,4.872
11321569,4.906846e-06,1.3455316354162714e-05,5.309,4.871
13493184,4.930262e-06,1.349762866974184e-05,5.307,4.87
23558929,4.960634e-06,1.353994098532097e-05,5.304,4.868
21657400,5.048085e-06,1.3582253300900098e-05,5.297,4.867
11321614,5.061017e-06,1.3624565616479225e-05,5.296,4.866
15603593,5.065896e-06,1.3666877932058353e-05,5.295,4.864
8354786,5.145042e-06,1.3709190247637482e-05,5.289,4.863
22128724,5.161897e-06,1.3751502563216609e-05,5.287,4.862
13334488,5.188854e-06,1.3793814878795737e-05,5.285,4.86
11557640,5.275183e-06,1.3836127194374866e-05,5.278,4.859
20217888,5.326083e-06,1.3878439509953993e-05,5.274,4.858
19277070,5.331515e-06,1.3920751825533122e-05,5.273,4.856
22127460,5.349938e-06,1.396306414111225e-05,5.272,4.855
12101339,5.358333e-06,1.4005376456691377e-05,5.271,4.854
6073598,5.362355e-06,1.4047688772270506e-05,5.271,4.852
11804401,5.381379e-06,1.4090001087849634e-05,5.269,4.851
21401017,5.387805e-06,1.4132313403428761e-05,5.269,4.85
8354285,5.446939e-06,1.417462571900789e-05,5.264,4.848
21975442,5.495743e-06,1.4216938034587018e-05,5.26,4.847
22128744,5.5083e-06,1.4259250350166145e-05,5.259,4.846
7716112,5.569441e-06,1.4301562665745274e-05,5.254,4.845
20578256,5.582103e-06,1.4343874981324402e-05,5.253,4.843
662036,5.595167e-06,1.438618729690353e-05,5.252,4.842
9849987,5.610449e-06,1.4428499612482658e-05,5.251,4.841
4354292,5.688027e-06,1.4470811928061786e-05,5.245,4.84
2659089,5.705233e-06,1.4513124243640913e-05,5.244,4.838
5121153,5.749039e-06,1.4555436559220042e-05,5.24,4.837
1396587,5.781992e-06,1.459774887479917e-05,5.238,4.836
11855278,5.786677e-06,1.4640061190378297e-05,5.238,4.834
13149114,5.791556e-06,1.4682373505957426e-05,5.237,4.833
11321627,5.829476e-06,1.4724685821536555e-05,5.234,4.832
11321616,5.847903e-06,1.4766998137115682e-05,5.233,4.831
11321625,5.872885e-06,1.480931045269481e-05,5.231,4.829
5121159,5.877554e-06,1.4851622768273939e-05,5.231,4.828
11321611,5.880143e-06,1.4893935083853066e-05,5.231,4.827
8385931,5.894689e-06,1.4936247399432194e-05,5.23,4.826
13055312,5.927286e-06,1.4978559715011323e-05,5.227,4.825
5126745,5.951631e-06,1.502087203059045e-05,5.225,4.823
14526389,6.091225e-06,1.5063184346169578e-05,5.215,4.822
8350157,6.147797e-06,1.5105496661748707e-05,5.211,4.821
23606109,6.21064e-06,1.5147808977327834e-05,5.207,4.82
21375161,6.232862e-06,1.5190121292906962e-05,5.205,4.818
4693268,6.277792e-06,1.5232433608486091e-05,5.202,4.817
21657552,6.284522e-06,1.5274745924065218e-05,5.202,4.816
22126634,6.295823e-06,1.5317058239644345e-05,5.201,4.815
13055365,6.354975e-06,1.5359370555223475e-05,5.197,4.814
15111005,6.391259e-06,1.5401682870802602e-05,5.194,4.812
21562535,6.418321e-06,1.544399518638173e-05,5.193,4.811
5126713,6.421343e-06,1.548630750196086e-05,5.192,4.81
5126712,6.42382e-06,1.5528619817539986e-05,5.192,4.809
5126704,6.432781e-06,1.5570932133119113e-05,5.192,4.808
5126710,6.437664e-06,1.5613244448698243e-05,5.191,4.807
10654366,6.525362e-06,1.565555676427737e-05,5.185,4.805
11321599,6.535285e-06,1.5697869079856497e-05,5.185,4.804
19444321,6.550395e-06,1.5740181395435627e-05,5.184,4.803
9850745,6.582097e-06,1.5782493711014754e-05,5.182,4.802
22126440,6.58941e-06,1.582480602659388e-05,5.181,4.801
11855418,6.595617e-06,1.586711834217301e-05,5.181,4.8
6118149,6.610502e-06,1.590943065775214e-05,5.18,4.798
3545895,6.616284e-06,1.5951742973331265e-05,5.179,4.797
11321591,6.630495e-06,1.5994055288910396e-05,5.178,4.796
11321592,6.653074e-06,1.6036367604489522e-05,5.177,4.795
14526700,6.679338e-06,1.607867992006865e-05,5.175,4.794
1055607,6.689235e-06,1.612099223564778e-05,5.175,4.793
22126099,6.710691e-06,1.6163304551226907e-05,5.173,4.791
5235872,6.724519e-06,1.6205616866806033e-05,5.172,4.79
23553867,6.738003e-06,1.6247929182385164e-05,5.171,4.789
11557656,6.847931e-06,1.629024149796429e-05,5.164,4.788
1055504,6.93637e-06,1.6332553813543418e-05,5.159,4.787
21657408,7.030162e-06,1.6374866129122548e-05,5.153,4.786
18215858,7.048165e-06,1.6417178444701675e-05,5.152,4.785
3232768,7.200814e-06,1.64594907602808e-05,5.143,4.784
1845328,7.229629e-06,1.6501803075859932e-05,5.141,4.782
17247620,7.245811e-06,1.654411539143906e-05,5.14,4.781
23553952,7.270428e-06,1.6586427707018186e-05,5.138,4.78
21657063,7.301048e-06,1.6628740022597316e-05,5.137,4.779
9850239,7.349075e-06,1.6671052338176443e-05,5.134,4.778
21657532,7.379411e-06,1.671336465375557e-05,5.132,4.777
16271158,7.451069e-06,1.67556769693347e-05,5.128,4.776
21657548,7.464322e-06,1.6797989284913827e-05,5.127,4.775
19444474,7.487144e-06,1.6840301600492954e-05,5.126,4.774
5796374,7.493653e-06,1.6882613916072084e-05,5.125,4.773
21657483,7.500817e-06,1.692492623165121e-05,5.125,4.771
22128752,7.567516e-06,1.6967238547230338e-05,5.121,4.77
8351787,7.577022e-06,1.700955086280947e-05,5.121,4.769
12142957,7.596578e-06,1.7051863178388595e-05,5.119,4.768
23605951,7.683486e-06,1.7094175493967722e-05,5.114,4.767
13180640,7.728224e-06,1.7136487809546852e-05,5.112,4.766
23194933,7.739838e-06,1.717880012512598e-05,5.111,4.765
2634415,7.775766e-06,1.7221112440705106e-05,5.109,4.764
11855286,7.77579e-06,1.7263424756284236e-05,5.109,4.763
19213943,7.786289e-06,1.7305737071863363e-05,5.109,4.762
5235811,7.821304e-06,1.734804938744249e-05,5.107,4.761
10036638,7.822216e-06,1.739036170302162e-05,5.107,4.76
1633293,7.857688e-06,1.7432674018600747e-05,5.105,4.759
23195488,7.860847e-06,1.7474986334179874e-05,5.105,4.758
21000764,7.887291e-06,1.7517298649759005e-05,5.103,4.757
12101539,7.946904e-06,1.755961096533813e-05,5.1,4.755
7426054,8.00792e-06,1.760192328091726e-05,5.096,4.754
2613834,8.0298e-06,1.764423559649639e-05,5.095,4.753
21657004,8.042127e-06,1.7686547912075516e-05,5.095,4.752
9754069,8.076865e-06,1.7728860227654643e-05,5.093,4.751
5186239,8.110917e-06,1.7771172543233773e-05,5.091,4.75
7260847,8.154411e-06,1.78134848588129e-05,5.089,4.749
7426082,8.161074e-06,1.7855797174392027e-05,5.088,4.748
11321651,8.214711e-06,1.7898109489971157e-05,5.085,4.747
21375206,8.241308e-06,1.7940421805550284e-05,5.084,4.746
5126729,8.270815e-06,1.798273412112941e-05,5.082,4.745
23553569,8.309478e-06,1.802504643670854e-05,5.08,4.744
22128676,8.321656e-06,1.8067358752287668e-05,5.08,4.743
9850118,8.341054e-06,1.8109671067866795e-05,5.079,4.742
13595851,8.352578e-06,1.8151983383445925e-05,5.078,4.741
7635408,8.375389e-06,1.8194295699025052e-05,5.077,4.74
19444335,8.389871e-06,1.823660801460418e-05,5.076,4.739
2791646,8.431892e-06,1.827892033018331e-05,5.074,4.738
2634435,8.440324e-06,1.8321232645762436e-05,5.074,4.737
11321586,8.442659e-06,1.8363544961341563e-05,5.074,4.736
13304468,8.47414e-06,1.8405857276920693e-05,5.072,4.735
21657584,8.539784e-06,1.844816959249982e-05,5.069,4.734
22127095,8.610783e-06,1.8490481908078947e-05,5.065,4.733
3233325,8.663355e-06,1.8532794223658077e-05,5.062,4.732
23195068,8.692577e-06,1.8575106539237204e-05,5.061,4.731
8385071,8.700669e-06,1.861741885481633e-05,5.06,4.73
5580522,8.757584e-06,1.865973117039546e-05,5.058,4.729
23195001,8.777171e-06,1.870204348597459e-05,5.057,4.728
13055270,8.780173e-06,1.8744355801553715e-05,5.056,4.727
