,P,Exp P,Log P,Log Exp P
19505095,3.334659e-05,2.1305605458812894e-05,4.477,4.672
13121757,3.335002e-05,2.1356698037850812e-05,4.477,4.67
2134762,3.345405e-05,2.1407790616888733e-05,4.476,4.669
1675121,3.347783e-05,2.1458883195926655e-05,4.475,4.668
19214208,3.360291e-05,2.1509975774964576e-05,4.474,4.667
1470873,3.369026e-05,2.1561068354002494e-05,4.472,4.666
1675123,3.375117e-05,2.1612160933040415e-05,4.472,4.665
3513205,3.375613e-05,2.1663253512078337e-05,4.472,4.664
8751959,3.397798e-05,2.1714346091116258e-05,4.469,4.663
19504698,3.402831e-05,2.176543867015418e-05,4.468,4.662
1964340,3.403573e-05,2.1816531249192097e-05,4.468,4.661
9308240,3.40809e-05,2.186762382823002e-05,4.467,4.66
1103586,3.427486e-05,2.191871640726794e-05,4.465,4.659
4211593,3.429552e-05,2.196980898630586e-05,4.465,4.658
1609588,3.435612e-05,2.202090156534378e-05,4.464,4.657
18508755,3.437964e-05,2.20719941443817e-05,4.464,4.656
15752982,3.438469e-05,2.2123086723419622e-05,4.464,4.655
19504816,3.445265e-05,2.2174179302457543e-05,4.463,4.654
19504700,3.447364e-05,2.2225271881495465e-05,4.463,4.653
13144872,3.473672e-05,2.2276364460533383e-05,4.459,4.652
1964120,3.477018e-05,2.2327457039571304e-05,4.459,4.651
2464708,3.479861e-05,2.2378549618609225e-05,4.458,4.65
19504702,3.491188e-05,2.2429642197647147e-05,4.457,4.649
19504705,3.492003e-05,2.2480734776685068e-05,4.457,4.648
14604441,3.492836e-05,2.2531827355722986e-05,4.457,4.647
19214199,3.494115e-05,2.2582919934760907e-05,4.457,4.646
631567,3.499487e-05,2.263401251379883e-05,4.456,4.645
